STAID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS
07035000,275.4,403,210,274,29.5,210,0.339,0.332,4.5,210.8,-0.859,-0.511
07035500,263.6,343,200,261,33.5,201,0.444,0.427,6.9,189.1,-0.987,-0.158
07035800,294.1,539,167,287,51.8,182,0.342,0.323,6.2,160.2,-0.941,0.339
07036100,287.9,539,144,284,54.9,148,0.364,0.354,7.1,160.9,-0.945,0.328
07037300,257.9,535,124,250,66.7,126,0.326,0.307,9.4,150.0,-0.866,0.500
07037500,271.9,539,115,272,63.8,117,0.370,0.370,7.7,159.1,-0.934,0.357
07037700,211.5,259,159,211,23.4,159,0.525,0.520,6.2,339.2,0.935,-0.354
07039500,244.2,539,102,245,73.8,106,0.325,0.327,7.4,151.8,-0.881,0.473
07040000,241.7,539,98,243,75.2,99,0.326,0.329,7.3,151.6,-0.879,0.476
07040100,212.5,539,84,210,87.2,87,0.282,0.277,5.9,175.4,-0.997,0.080
07040450,178.5,539,68,153,91.6,69,0.235,0.180,4.6,150.4,-0.870,0.493
07046600,90.7,209,65,85,17.6,66,0.178,0.139,0.5,195.1,-0.965,-0.261
07047500,128.2,539,60,91,79.0,64,0.142,0.065,2.3,173.1,-0.993,0.120
07047800,68.7,84,54,68,3.8,65,0.490,0.467,0.1,258.1,-0.205,-0.979
07047900,73.5,158,53,68,14.5,60,0.195,0.143,0.6,116.8,-0.450,0.893
07047902,119.6,539,52,85,76.1,62,0.139,0.068,2.0,182.3,-0.999,-0.040
07047942,76.9,139,61,73,13.2,61,0.204,0.154,0.5,261.8,-0.142,-0.990
07047950,73.8,139,56,71,12.9,56,0.215,0.181,0.4,256.2,-0.238,-0.971
07048000,518.2,683,378,523,65.5,378,0.460,0.475,12.1,289.0,0.325,-0.946
07048480,411.8,451,384,408,21.4,385,0.415,0.358,5.9,170.2,-0.985,0.170
07048490,412.4,521,372,412,28.0,372,0.271,0.268,5.8,202.2,-0.926,-0.378
07048550,484.2,684,347,478,77.4,354,0.407,0.389,10.5,319.2,0.757,-0.654
07048600,513.6,758,347,511,91.0,354,0.405,0.399,13.7,354.7,0.996,-0.093
07048700,510.4,758,337,507,92.5,343,0.412,0.404,13.5,354.8,0.996,-0.091
07048800,484.4,718,346,483,72.1,347,0.372,0.368,11.4,305.8,0.585,-0.811
07049000,490.6,758,353,478,69.0,361,0.340,0.309,10.5,311.8,0.667,-0.745
07050152,425.6,482,311,436,32.8,319,0.670,0.731,10.0,25.4,0.903,0.429
07050500,483.2,757,296,464,91.5,302,0.406,0.364,12.5,317.2,0.734,-0.680
07050690,417.0,457,357,417,19.3,360,0.600,0.600,2.6,213.8,-0.831,-0.556
07050700,440.5,530,350,440,32.4,351,0.503,0.500,4.0,265.1,-0.086,-0.996
07052000,402.5,431,365,403,12.2,369,0.569,0.576,1.2,247.0,-0.391,-0.920
07052100,394.6,431,354,394,14.2,355,0.528,0.519,1.4,224.3,-0.716,-0.698
07052120,387.6,411,352,388,9.7,355,0.604,0.610,1.4,244.9,-0.424,-0.906
07052152,391.5,431,345,391,14.3,347,0.540,0.535,1.5,222.7,-0.735,-0.678
07052250,414.5,526,316,409,38.8,321,0.469,0.443,3.4,249.2,-0.355,-0.935
07052345,428.1,514,315,429,42.5,315,0.568,0.573,4.6,242.0,-0.469,-0.883
07052500,409.1,530,281,404,42.2,283,0.515,0.494,4.2,229.8,-0.646,-0.764
07052820,417.0,488,298,427,36.9,298,0.626,0.679,6.0,102.8,-0.222,0.975
07053250,394.5,579,298,395,35.8,304,0.343,0.345,5.5,68.3,0.370,0.929
07053500,425.9,758,219,412,82.1,225,0.384,0.358,8.9,309.4,0.635,-0.773
07053810,353.9,440,219,363,44.0,219,0.610,0.652,11.1,163.9,-0.961,0.277
07054080,367.6,519,247,365,47.2,247,0.443,0.434,7.4,196.7,-0.958,-0.288
07055000,387.3,758,127,385,93.4,139,0.412,0.409,9.0,203.5,-0.917,-0.399
07055646,608.8,779,349,623,73.9,359,0.604,0.637,17.2,346.7,0.973,-0.229
07055875,514.6,673,302,517,58.8,311,0.573,0.580,15.0,90.1,-0.002,1.000
07056000,446.4,779,170,443,135.7,184,0.454,0.448,16.9,65.5,0.415,0.910
07056515,391.5,614,195,386,115.8,198,0.469,0.456,14.1,354.0,0.994,-0.105
07056700,416.3,779,142,387,139.3,158,0.431,0.385,16.0,57.9,0.532,0.847
07057000,412.9,779,137,381,139.7,144,0.430,0.380,16.0,58.9,0.516,0.856
07057370,380.5,779,106,375,104.4,106,0.408,0.400,10.1,151.9,-0.882,0.470
07057500,327.0,496,183,327,43.8,188,0.460,0.460,6.3,211.1,-0.856,-0.516
07058000,327.7,531,178,326,53.2,184,0.424,0.419,8.7,158.1,-0.928,0.372
07060000,296.4,531,144,298,61.0,166,0.394,0.398,7.3,187.7,-0.991,-0.133
07060500,363.1,779,91,356,104.2,108,0.395,0.385,9.6,171.8,-0.990,0.143
07060710,289.1,417,137,294,44.1,169,0.543,0.561,13.7,138.1,-0.744,0.668
07061000,347.2,779,71,343,112.0,74,0.390,0.384,9.6,168.8,-0.981,0.195
07061270,368.9,533,253,369,53.4,259,0.414,0.414,11.4,215.4,-0.815,-0.579
07061290,358.5,539,216,356,64.3,218,0.441,0.433,12.6,209.6,-0.869,-0.494
07061300,352.1,539,200,349,67.3,212,0.449,0.440,12.5,203.8,-0.915,-0.403
07061500,329.9,539,174,333,57.7,190,0.427,0.436,10.8,140.8,-0.775,0.632
07061600,328.8,539,171,332,58.3,178,0.429,0.438,10.8,143.6,-0.805,0.593
07061900,305.5,403,195,309,40.0,198,0.531,0.548,7.1,141.9,-0.787,0.618
07062500,291.1,539,127,290,68.3,128,0.398,0.396,9.4,136.1,-0.720,0.694
07062575,282.0,539,120,278,71.0,121,0.387,0.377,9.1,129.3,-0.633,0.774
07063000,266.1,539,98,264,80.9,103,0.381,0.376,8.7,128.9,-0.628,0.778
07064000,225.4,539,84,224,96.9,85,0.311,0.308,6.7,139.3,-0.758,0.652
07064300,388.8,420,356,390,14.6,356,0.513,0.531,4.3,199.2,-0.944,-0.329
07064440,368.1,436,274,371,26.3,275,0.581,0.599,5.3,134.5,-0.701,0.713
07064500,409.7,452,364,410,18.0,364,0.519,0.523,4.4,69.5,0.349,0.937
07064533,364.6,454,235,371,35.8,241,0.592,0.621,6.5,76.2,0.239,0.971
07065200,373.2,489,260,371,34.8,261,0.494,0.485,6.4,124.1,-0.560,0.828
07065495,352.6,489,206,352,42.2,206,0.518,0.516,6.6,104.8,-0.255,0.967
07066000,337.8,489,189,338,49.0,192,0.496,0.497,7.1,103.3,-0.230,0.973
07066500,338.8,489,176,346,50.5,176,0.520,0.543,7.8,111.2,-0.362,0.932
07067000,318.5,489,138,328,61.7,138,0.514,0.541,8.2,110.4,-0.349,0.937
07068000,297.3,489,102,307,74.3,107,0.505,0.530,8.2,113.7,-0.402,0.915
07068510,171.5,264,91,175,37.1,95,0.465,0.486,4.2,147.1,-0.840,0.543
07069000,234.3,539,74,233,101.8,76,0.345,0.342,6.4,133.6,-0.690,0.724
07069305,244.9,384,103,246,51.7,108,0.505,0.509,4.8,143.1,-0.799,0.601
07069500,226.2,384,76,226,59.0,81,0.488,0.487,5.4,141.4,-0.781,0.625
07070500,320.9,462,185,325,46.6,204,0.491,0.505,4.4,120.9,-0.514,0.858
07071500,289.9,462,128,290,52.7,128,0.485,0.485,5.5,132.3,-0.673,0.740
07072000,260.2,462,90,266,69.4,94,0.457,0.473,5.5,131.5,-0.662,0.749
07072500,233.3,539,70,234,93.3,76,0.348,0.350,6.1,134.8,-0.705,0.709
07073000,222.1,310,126,225,34.4,133,0.523,0.538,4.6,142.7,-0.796,0.606
07073500,206.1,278,132,209,25.1,132,0.508,0.527,3.9,84.8,0.091,0.996
07074000,202.7,310,91,206,39.0,99,0.510,0.525,4.6,123.4,-0.551,0.835
07074420,224.0,539,61,222,93.6,68,0.341,0.337,5.8,134.8,-0.704,0.710
07075000,389.4,620,148,392,88.5,158,0.511,0.517,13.2,146.0,-0.829,0.559
07075300,392.3,622,149,395,102.2,156,0.514,0.520,15.5,132.2,-0.672,0.741
07076000,323.3,622,82,328,106.4,100,0.447,0.456,11.7,168.8,-0.981,0.194
07076517,302.9,622,63,306,114.2,67,0.429,0.435,11.0,173.7,-0.994,0.111
07077380,92.0,169,71,86,17.4,72,0.214,0.153,0.8,280.0,0.174,-0.985
07077555,81.7,169,51,79,18.8,54,0.260,0.237,0.5,258.4,-0.201,-0.980
07077700,79.9,161,61,71,19.2,62,0.189,0.100,0.5,200.3,-0.938,-0.346
07077950,59.0,67,49,60,3.6,50,0.554,0.611,0.1,192.1,-0.978,-0.209
07079300,3497.6,4288,3021,3501,239.8,3025,0.376,0.379,29.0,274.0,0.070,-0.998
07081200,3389.3,4274,2966,3383,253.6,2976,0.324,0.319,24.1,237.3,-0.540,-0.842
07083000,3646.0,4408,3003,3680,304.7,3012,0.458,0.482,41.8,64.7,0.427,0.904
07083200,3622.1,4408,2969,3666,322.9,2969,0.454,0.484,40.9,63.6,0.445,0.895
07084500,3621.1,4361,2849,3651,264.3,2859,0.511,0.530,42.7,81.5,0.149,0.989
07086000,3359.2,4408,2728,3349,340.8,2732,0.376,0.370,26.4,179.1,-1.000,0.016
07086500,3553.4,4314,2715,3609,331.2,2721,0.524,0.559,42.1,44.0,0.719,0.695
07087050,3378.8,4408,2629,3382,353.0,2635,0.421,0.423,28.6,100.7,-0.185,0.983
07087200,3315.6,4408,2420,3317,387.5,2421,0.451,0.451,27.5,135.5,-0.714,0.700
07089000,3471.1,4313,2614,3513,290.6,2621,0.504,0.529,39.1,90.2,-0.003,1.000
07091200,3215.8,4408,2252,3218,448.0,2252,0.447,0.448,26.9,105.8,-0.272,0.962
07091500,3157.0,4408,2153,3139,476.4,2159,0.445,0.437,25.7,110.9,-0.356,0.934
07093700,3120.7,4408,2099,3090,475.6,2112,0.442,0.429,26.1,102.3,-0.213,0.977
07094500,2923.5,4408,1737,2876,498.4,1744,0.444,0.426,23.8,99.4,-0.163,0.987
07095000,2799.9,4316,2343,2675,381.9,2347,0.232,0.168,14.9,38.7,0.781,0.625
07096000,2854.6,4408,1633,2803,502.2,1633,0.440,0.422,22.2,83.4,0.114,0.993
07096250,2714.5,3924,2085,2688,246.9,2085,0.342,0.328,16.7,163.6,-0.959,0.282
07096500,2561.4,3924,1599,2594,355.9,1599,0.414,0.428,17.4,174.3,-0.995,0.100
07097000,2747.7,4408,1521,2722,532.9,1535,0.425,0.416,20.9,89.2,0.014,1.000
07099060,2835.8,4300,1696,2933,536.4,1696,0.438,0.475,24.7,189.3,-0.987,-0.162
07099215,2493.2,3071,1955,2447,316.5,1956,0.482,0.441,28.0,133.6,-0.690,0.724
07099230,2089.7,3084,1685,1941,356.1,1685,0.289,0.183,15.6,136.1,-0.721,0.693
07099235,2040.2,3084,1641,1909,353.4,1637,0.277,0.186,14.3,143.3,-0.802,0.598
07099400,2637.0,4408,1444,2647,600.1,1445,0.402,0.406,19.5,95.2,-0.090,0.996
07099500,2633.1,4408,1430,2645,602.7,1433,0.404,0.408,19.5,94.7,-0.082,0.997
07099970,2610.0,4408,1415,2627,616.2,1416,0.399,0.405,19.1,97.1,-0.124,0.992
07099973,2609.7,4408,1413,2627,616.4,1415,0.400,0.405,19.1,97.1,-0.124,0.992
07103700,2775.2,4300,1869,2790,413.6,1873,0.373,0.379,26.9,70.8,0.329,0.944
07103703,2525.6,2941,1924,2613,298.5,1926,0.592,0.677,27.0,131.2,-0.658,0.753
07103747,2602.9,2869,2120,2672,197.9,2124,0.645,0.737,17.5,91.3,-0.023,1.000
07103755,2547.9,2869,2099,2630,234.5,2102,0.583,0.690,15.9,103.3,-0.230,0.973
07103780,2459.4,2880,2021,2493,280.4,2029,0.510,0.549,12.7,121.9,-0.528,0.849
07103797,2796.0,2898,2661,2801,41.5,2661,0.569,0.591,9.9,88.7,0.023,1.000
07103800,2753.1,2941,2194,2772,94.2,2208,0.748,0.774,16.3,72.1,0.307,0.952
07103970,2352.6,2941,1907,2231,293.6,1907,0.431,0.313,10.8,177.5,-0.999,0.044
07103980,2170.0,2309,2034,2166,58.3,2034,0.494,0.480,3.7,199.5,-0.943,-0.334
07103990,2106.4,2309,1918,2098,85.1,1925,0.482,0.460,4.1,220.7,-0.758,-0.653
07104000,2323.8,2941,1894,2208,290.0,1903,0.411,0.300,10.3,184.8,-0.997,-0.083
07104500,1976.9,2096,1884,1972,42.9,1892,0.438,0.415,5.8,223.7,-0.723,-0.691
07104905,2279.5,2941,1817,2174,297.1,1822,0.411,0.318,10.1,179.6,-1.000,0.006
07105000,2691.5,3476,1984,2750,358.0,2002,0.474,0.513,36.7,97.3,-0.126,0.992
07105490,2706.3,3764,1905,2656,416.7,1911,0.431,0.404,36.1,67.8,0.378,0.926
07105500,2430.9,4300,1798,2289,415.9,1799,0.253,0.196,16.8,130.7,-0.652,0.758
07105530,2402.7,4300,1779,2261,423.6,1779,0.247,0.191,16.2,136.9,-0.730,0.684
07105600,2030.1,2320,1778,2036,106.4,1779,0.465,0.476,2.9,196.9,-0.957,-0.290
07105800,2320.1,4300,1717,2175,424.5,1719,0.233,0.177,14.1,157.2,-0.922,0.388
07105900,1846.0,2101,1688,1834,91.5,1689,0.383,0.354,3.8,202.6,-0.923,-0.384
07105945,2495.8,3066,1961,2530,243.8,1966,0.484,0.515,32.4,124.3,-0.564,0.826
07105950,2431.6,3066,1873,2461,284.0,1875,0.468,0.493,30.8,117.9,-0.468,0.884
07106000,2211.5,4300,1631,2079,435.0,1634,0.218,0.168,12.5,156.6,-0.918,0.396
07106300,2111.3,4300,1516,1981,442.4,1517,0.214,0.167,10.7,152.9,-0.890,0.456
07106500,2062.0,4300,1431,1932,452.0,1436,0.220,0.175,10.0,156.4,-0.916,0.400
07108900,2035.0,3749,1399,1816,531.3,1403,0.271,0.177,12.1,62.6,0.460,0.888
07109500,2463.5,4408,1376,2475,641.8,1389,0.359,0.362,16.9,102.3,-0.214,0.977
07111000,3065.2,4314,2497,2968,343.3,2533,0.313,0.259,24.2,55.4,0.567,0.824
07114000,3012.5,4118,2375,3016,304.6,2379,0.366,0.368,28.2,56.5,0.552,0.834
07116500,2172.8,4329,1356,2073,483.6,1366,0.275,0.241,10.1,64.5,0.430,0.903
07117000,2316.3,4408,1338,2231,629.4,1339,0.319,0.291,13.7,110.0,-0.342,0.940
07119500,1788.3,4108,1317,1747,343.7,1317,0.169,0.154,5.4,83.5,0.114,0.993
07119700,2217.4,4408,1296,2065,635.0,1297,0.296,0.247,12.2,108.2,-0.312,0.950
07121500,1478.7,1802,1256,1461,125.6,1259,0.408,0.375,2.5,46.0,0.695,0.719
07122400,1365.6,1520,1248,1355,60.1,1250,0.432,0.393,1.4,16.0,0.961,0.276
07123000,2138.5,4408,1230,1941,650.3,1231,0.286,0.224,11.2,104.9,-0.258,0.966
07124000,2034.9,4408,1184,1824,647.8,1187,0.264,0.199,9.6,118.8,-0.482,0.876
07124200,2559.2,4259,1908,2449,411.1,1925,0.277,0.230,20.0,105.7,-0.271,0.963
07124410,2465.1,4259,1854,2356,398.3,1867,0.254,0.209,18.6,102.0,-0.208,0.978
07124500,2440.2,4259,1822,2338,391.3,1826,0.254,0.212,18.4,100.1,-0.175,0.985
07126200,1684.5,1867,1512,1691,61.7,1512,0.486,0.504,1.6,123.3,-0.550,0.835
07126300,2060.4,4259,1460,1924,425.3,1485,0.215,0.166,10.4,69.7,0.347,0.938
07126325,1624.5,1802,1523,1620,50.0,1531,0.364,0.348,2.8,113.0,-0.391,0.920
07126390,1572.3,1701,1461,1562,46.8,1463,0.464,0.421,2.6,96.3,-0.109,0.994
07126415,1517.7,1660,1376,1521,43.5,1377,0.499,0.511,6.8,174.0,-0.994,0.105
07126480,1513.9,1660,1345,1517,59.9,1353,0.536,0.546,7.1,87.8,0.039,0.999
07126485,1929.2,4259,1326,1766,412.4,1331,0.206,0.150,9.0,52.7,0.606,0.796
07126500,1908.3,4259,1291,1756,416.6,1291,0.208,0.157,8.9,52.2,0.613,0.790
07128500,1829.7,4259,1184,1717,426.0,1186,0.210,0.173,8.4,48.7,0.660,0.751
07130500,1968.3,4408,1143,1762,618.8,1144,0.253,0.190,9.1,108.0,-0.309,0.951
07134100,1484.5,2220,1080,1456,212.8,1083,0.355,0.330,1.4,142.6,-0.794,0.608
07134990,1163.6,1263,1036,1169,48.2,1035,0.562,0.586,1.4,150.7,-0.872,0.490
07139800,810.1,848,768,808,17.8,771,0.527,0.500,0.8,104.4,-0.248,0.969
07140850,787.3,890,643,799,63.1,646,0.584,0.632,1.1,95.3,-0.092,0.996
07141175,764.6,873,643,765,48.0,649,0.529,0.530,1.1,74.8,0.263,0.965
07141200,763.9,890,624,765,65.1,632,0.526,0.530,1.1,91.1,-0.019,1.000
07141770,790.1,922,635,795,74.9,640,0.540,0.557,1.0,105.3,-0.264,0.965
07141780,774.3,922,616,771,81.7,620,0.517,0.507,1.0,107.1,-0.295,0.956
07141900,745.4,922,582,735,93.3,584,0.481,0.450,1.1,106.5,-0.283,0.959
07142020,737.4,922,562,725,97.2,565,0.487,0.453,1.1,109.3,-0.331,0.944
07142300,676.7,790,600,672,38.7,601,0.404,0.379,0.5,68.1,0.373,0.928
07142575,651.4,790,548,648,50.5,550,0.427,0.413,0.4,70.7,0.330,0.944
07142620,636.8,790,521,636,58.5,521,0.430,0.428,0.3,71.3,0.320,0.947
07143300,552.5,628,496,548,25.7,501,0.428,0.394,0.7,137.9,-0.741,0.671
07143665,471.4,543,427,465,25.2,431,0.382,0.328,0.5,123.2,-0.548,0.837
07143672,470.0,543,422,464,25.7,425,0.396,0.347,0.5,122.0,-0.529,0.849
07144100,461.2,543,399,457,25.2,416,0.432,0.403,0.5,160.0,-0.940,0.342
07144200,459.8,543,393,455,25.4,410,0.445,0.413,0.5,164.2,-0.962,0.272
07144480,434.1,472,396,433,14.5,406,0.501,0.487,0.9,76.1,0.241,0.971
07144485,431.3,472,393,430,15.7,398,0.485,0.468,0.9,79.7,0.178,0.984
07144780,547.7,669,447,544,45.5,448,0.453,0.437,0.4,91.2,-0.021,1.000
07144795,530.7,669,411,530,54.2,416,0.464,0.461,0.4,98.8,-0.153,0.988
07144910,608.8,652,557,610,18.8,557,0.545,0.558,0.7,92.4,-0.041,0.999
07145200,534.6,652,404,531,53.5,417,0.526,0.512,1.1,87.9,0.037,0.999
07145500,507.4,669,373,504,65.1,376,0.454,0.443,0.8,97.6,-0.133,0.991
07145700,401.3,460,356,399,20.1,357,0.436,0.413,0.6,128.9,-0.628,0.778
07147070,425.2,473,375,425,16.9,379,0.512,0.510,1.1,175.2,-0.996,0.084
07147800,417.3,511,331,418,29.3,339,0.480,0.483,1.3,214.2,-0.827,-0.562
07148350,570.9,739,431,572,57.7,431,0.454,0.458,2.5,144.1,-0.810,0.587
07148400,555.1,739,395,560,66.5,398,0.466,0.480,2.5,138.3,-0.747,0.665
07149000,555.2,719,393,563,68.4,393,0.497,0.521,2.6,143.6,-0.805,0.593
07150500,495.1,739,333,490,93.8,335,0.399,0.387,1.9,138.0,-0.743,0.669
07151000,450.7,739,286,420,105.5,294,0.363,0.296,1.5,135.8,-0.717,0.697
07151500,463.8,609,339,460,64.2,343,0.462,0.448,0.9,144.5,-0.814,0.580
07152000,414.7,609,294,398,68.6,304,0.383,0.330,0.8,156.6,-0.918,0.397
07153000,316.3,388,247,315,27.7,251,0.492,0.482,1.8,92.4,-0.042,0.999
07153500,1939.0,2623,1481,1935,200.0,1485,0.401,0.398,8.9,98.2,-0.142,0.990
07154500,1761.9,2629,1304,1742,253.5,1305,0.346,0.331,8.7,95.2,-0.090,0.996
07155590,1521.0,2629,1033,1465,298.7,1035,0.306,0.271,5.5,96.7,-0.117,0.993
07156220,1266.4,1563,1006,1269,118.1,1012,0.468,0.472,1.2,92.0,-0.035,0.999
07156900,1236.7,2629,708,1149,339.3,709,0.275,0.230,2.7,95.1,-0.088,0.996
07157500,827.9,942,661,834,53.6,661,0.594,0.616,0.6,130.1,-0.644,0.765
07157950,1059.7,2618,489,950,378.5,490,0.268,0.217,2.3,106.3,-0.281,0.960
07157960,587.0,708,492,581,46.2,494,0.440,0.412,2.6,73.8,0.280,0.960
07158000,1006.3,2618,418,911,391.5,420,0.267,0.224,2.4,106.2,-0.279,0.960
07159000,397.1,443,353,399,19.1,357,0.490,0.511,0.9,140.1,-0.768,0.641
07159100,903.9,2618,307,838,421.3,310,0.258,0.230,2.2,106.8,-0.290,0.957
07159750,345.1,424,290,343,24.3,290,0.411,0.396,1.4,42.3,0.740,0.673
07160000,860.0,2618,276,794,431.3,278,0.249,0.221,2.1,104.5,-0.250,0.968
07160350,382.5,415,340,384,14.3,348,0.567,0.587,0.5,131.7,-0.665,0.747
07160500,341.2,415,281,338,27.1,282,0.449,0.425,0.8,125.2,-0.576,0.817
07161000,827.3,2618,252,762,437.2,253,0.243,0.216,2.1,105.6,-0.269,0.963
07161450,823.1,2618,243,758,438.1,260,0.244,0.217,2.1,105.4,-0.266,0.964
07163000,292.6,332,256,292,14.8,260,0.482,0.474,2.3,186.8,-0.993,-0.118
07164600,222.6,272,192,222,14.1,192,0.383,0.375,2.1,241.2,-0.482,-0.876
07165500,270.8,333,222,272,18.4,222,0.440,0.450,3.9,172.5,-0.991,0.130
07165562,214.9,265,187,214,11.4,188,0.358,0.346,1.2,219.7,-0.770,-0.638
07165565,220.8,272,194,219,14.3,195,0.344,0.321,2.1,136.0,-0.719,0.695
07165700,398.1,507,318,391,38.4,323,0.424,0.386,3.1,126.8,-0.599,0.801
07166000,349.7,507,262,344,42.2,272,0.358,0.335,2.6,152.4,-0.886,0.463
07166500,329.9,507,240,325,46.4,244,0.337,0.318,2.5,170.9,-0.987,0.158
07167000,402.0,505,302,405,41.2,307,0.493,0.507,3.5,139.1,-0.756,0.654
07167500,380.4,505,301,371,39.9,302,0.389,0.343,3.3,116.0,-0.439,0.899
07168500,380.1,505,276,373,47.9,282,0.455,0.424,3.2,140.8,-0.775,0.633
07169500,356.8,505,248,349,55.2,254,0.423,0.393,3.0,140.0,-0.766,0.643
07169800,355.9,511,276,348,41.4,282,0.340,0.306,2.8,151.2,-0.876,0.482
07170000,321.9,511,243,318,42.7,247,0.294,0.280,2.9,163.9,-0.961,0.278
07170060,316.3,511,235,313,44.6,236,0.295,0.283,2.8,162.7,-0.955,0.297
07170500,328.4,511,219,322,53.2,234,0.375,0.353,2.7,163.4,-0.958,0.286
07170700,289.4,333,246,289,15.9,247,0.499,0.494,2.0,213.3,-0.836,-0.549
07170990,318.1,511,207,312,56.2,210,0.366,0.345,2.6,174.8,-0.996,0.090
07171000,312.5,511,195,305,57.6,205,0.372,0.348,2.5,175.5,-0.997,0.078
07172000,343.3,486,233,339,47.3,238,0.436,0.419,3.8,167.1,-0.975,0.223
07174200,275.6,384,207,270,36.2,212,0.387,0.356,3.2,203.0,-0.920,-0.391
07174400,294.9,486,199,289,51.8,206,0.334,0.314,3.6,178.2,-1.000,0.031
07174600,289.9,405,212,289,32.7,217,0.403,0.399,4.2,173.2,-0.993,0.118
07174700,288.1,486,188,281,50.9,203,0.336,0.312,3.6,183.6,-0.998,-0.062
07175500,281.1,486,180,274,52.8,190,0.330,0.307,3.4,187.2,-0.992,-0.125
07176000,290.1,511,164,282,61.1,179,0.363,0.340,2.7,190.5,-0.983,-0.182
07176500,280.5,403,198,277,33.3,206,0.403,0.385,4.1,162.9,-0.956,0.294
07176950,289.9,365,226,294,25.8,230,0.460,0.489,4.1,165.0,-0.966,0.259
07177000,267.4,367,213,264,28.8,217,0.353,0.331,4.0,179.6,-1.000,0.006
07177500,264.8,403,177,265,36.9,181,0.388,0.389,4.0,172.3,-0.991,0.135
07177650,231.3,306,191,229,20.8,194,0.350,0.330,3.9,104.2,-0.245,0.970
07177800,217.2,250,185,217,13.0,186,0.496,0.492,1.3,17.9,0.952,0.307
07178000,260.0,403,170,261,39.0,177,0.386,0.391,4.0,163.6,-0.959,0.282
07178200,254.7,403,164,256,40.8,165,0.379,0.385,3.7,180.2,-1.000,-0.003
07178600,282.1,511,155,274,60.9,167,0.357,0.334,2.8,190.9,-0.982,-0.189
07179500,433.9,475,371,437,18.6,374,0.604,0.635,1.8,165.9,-0.970,0.243
07179730,423.1,489,341,429,27.3,344,0.555,0.595,2.2,154.4,-0.902,0.432
07179795,441.0,485,398,441,18.5,400,0.495,0.494,1.3,102.5,-0.216,0.976
07180400,433.7,485,377,433,18.8,381,0.525,0.519,1.3,110.8,-0.355,0.935
07180500,435.3,470,387,437,15.1,390,0.582,0.602,1.7,320.5,0.772,-0.636
07182000,430.0,485,354,432,21.4,358,0.580,0.595,1.8,136.2,-0.722,0.692
07182250,427.0,504,341,430,25.9,346,0.528,0.546,2.1,133.1,-0.683,0.731
07182510,409.7,504,302,421,39.3,314,0.533,0.589,1.9,141.8,-0.786,0.618
07183000,392.6,504,274,405,49.4,293,0.516,0.570,1.8,151.9,-0.882,0.471
07183500,372.9,504,244,369,59.0,249,0.496,0.481,1.7,158.6,-0.931,0.366
07184000,282.8,321,252,283,12.8,256,0.446,0.449,1.0,217.3,-0.796,-0.606
07185000,354.2,504,225,344,66.8,233,0.463,0.427,1.6,165.5,-0.968,0.250
07185090,257.4,298,240,256,8.5,243,0.301,0.276,0.5,205.5,-0.903,-0.430
07185095,255.0,298,234,254,9.5,237,0.328,0.313,0.5,214.6,-0.823,-0.568
07185500,388.1,409,362,389,8.9,367,0.556,0.574,1.8,250.2,-0.338,-0.941
07185700,388.8,473,314,390,28.3,311,0.470,0.478,2.0,301.9,0.528,-0.849
07185765,373.8,474,283,376,35.7,283,0.475,0.487,1.9,298.9,0.483,-0.876
07185910,306.1,387,263,301,19.9,266,0.347,0.306,0.9,281.0,0.191,-0.982
07186000,328.7,474,256,314,45.0,259,0.334,0.266,1.3,283.5,0.234,-0.972
07186400,355.5,460,278,352,33.5,278,0.426,0.407,1.6,326.7,0.836,-0.549
07187000,375.4,479,271,372,42.3,290,0.502,0.486,2.7,287.3,0.298,-0.955
07188000,326.1,479,227,313,49.9,240,0.393,0.341,1.6,283.6,0.236,-0.972
07188653,403.6,523,296,402,39.6,298,0.474,0.467,7.2,279.3,0.161,-0.987
07188838,371.2,531,262,376,38.4,263,0.406,0.424,5.9,263.2,-0.119,-0.993
07188885,363.3,447,255,369,31.4,256,0.564,0.594,3.6,273.2,0.056,-0.998
07189000,365.6,524,228,370,45.5,232,0.465,0.480,5.9,271.0,0.018,-1.000
07189100,335.8,392,239,344,31.9,241,0.633,0.686,4.3,259.1,-0.190,-0.982
07189540,311.1,347,284,310,13.2,287,0.431,0.413,1.5,294.7,0.417,-0.909
07189542,319.5,396,243,322,29.2,246,0.500,0.516,2.9,304.1,0.560,-0.828
07190500,340.1,531,188,330,64.4,190,0.443,0.414,2.1,228.9,-0.657,-0.754
07191000,237.6,308,192,236,20.4,197,0.393,0.379,1.5,183.9,-0.998,-0.069
07191160,376.4,443,290,376,28.5,298,0.564,0.562,4.0,276.8,0.118,-0.993
07191179,374.3,443,279,374,30.1,282,0.581,0.579,4.1,287.7,0.303,-0.953
07191220,367.0,443,265,368,33.0,276,0.573,0.579,4.2,286.6,0.285,-0.958
071912213,359.2,443,260,361,35.2,272,0.542,0.552,4.1,288.4,0.315,-0.949
07191222,322.5,385,239,323,23.1,240,0.572,0.575,3.0,242.5,-0.461,-0.887
