STAID,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC
07339000,145.37,134.99,15.49,16.50,22.51,0.668,23.7,9.57,0.345,10.1,66.0,66,299.4,97.2,310,91,92.2,85,9.6,6.3,9,6,872.2,3.2,0.016,8.51,9.09,13.01,12.92,17.09,12.17,11.23,6.96,12.78,14.77,13.98,12.91,4.57,6.73,11.09,16.12,20.17,24.42,26.66,26.47,22.71,16.94,10.50,5.85
07339500,142.96,139.32,15.86,16.40,22.95,0.485,23.8,9.69,0.232,10.3,65.9,66,303.4,95.9,306,92,89.5,85,9.2,5.9,9,5,893.0,2.5,0.019,8.52,9.32,13.01,12.62,16.40,12.13,11.07,6.67,12.15,13.98,14.20,12.98,4.96,7.12,11.43,16.36,20.45,24.66,26.83,26.67,22.97,17.14,10.77,6.28
07340000,139.74,138.90,16.10,16.80,23.03,0.761,23.9,9.91,0.414,10.7,66.1,67,305.0,93.7,308,89,89.3,86,9.3,6.2,9,5,905.5,2.6,0.021,8.06,8.82,12.34,12.26,16.69,12.07,10.50,7.16,12.23,13.94,13.47,12.28,4.99,7.24,11.57,16.52,20.61,24.85,27.07,26.91,23.17,17.37,10.89,6.34
07340300,157.30,146.85,14.85,15.20,21.83,0.438,22.8,9.75,0.259,9.5,66.2,66,301.3,97.7,303,96,98.3,95,10.2,7.0,10,7,840.2,3.8,0.028,8.98,10.09,14.78,14.24,17.51,14.13,12.50,7.36,13.78,14.47,15.47,14.13,4.43,6.38,10.74,15.86,19.85,24.14,26.31,26.12,22.43,16.69,10.36,5.56
07340500,149.07,140.21,15.48,16.40,22.67,0.655,23.7,9.62,0.256,10.3,66.0,66,302.0,96.5,305,93,94.0,87,9.8,6.3,9,5,873.8,2.9,0.023,8.81,9.96,13.89,13.21,16.40,13.13,11.61,6.92,12.50,13.91,15.14,13.71,4.82,6.94,11.24,16.21,20.30,24.52,26.70,26.50,22.82,17.01,10.67,6.08
07341000,149.96,142.86,15.48,16.00,22.88,0.445,23.6,9.38,0.337,10.2,65.8,66,299.6,98.7,302,97,95.6,93,10.0,6.2,10,6,874.7,2.7,0.030,8.98,10.58,14.24,13.01,15.80,13.30,11.44,6.92,12.05,13.65,15.80,14.20,4.80,7.00,11.27,16.22,20.35,24.55,26.74,26.50,22.84,16.96,10.66,6.09
07341200,145.58,138.75,15.77,16.60,23.14,0.434,23.8,9.73,0.463,10.6,66.0,67,301.1,97.3,306,92,94.1,91,9.9,6.1,9,6,889.3,2.4,0.033,8.94,10.33,13.85,12.66,15.06,12.98,11.14,6.65,11.53,13.23,15.43,13.77,5.17,7.43,11.64,16.52,20.69,24.87,27.03,26.80,23.17,17.29,10.98,6.48
07342465,111.71,112.94,17.09,17.20,24.03,0.098,24.2,11.36,0.049,11.3,64.3,65,313.8,83.2,314,83,70.1,71,8.0,4.0,8,4,962.9,1.1,0.024,6.36,7.68,9.45,9.15,14.12,11.13,6.86,5.48,9.25,12.57,10.34,9.34,5.93,8.20,12.48,17.50,21.83,26.26,28.56,28.50,24.67,18.74,12.18,7.38
07342480,112.60,113.12,17.11,17.20,24.02,0.075,24.2,11.37,0.038,11.3,65.0,65,314.0,83.0,314,83,69.1,70,8.0,4.0,8,4,964.3,1.1,0.021,6.44,7.68,9.58,9.17,14.07,11.23,6.88,5.49,9.41,12.57,10.53,9.59,5.99,8.26,12.55,17.51,21.82,26.20,28.48,28.41,24.63,18.72,12.21,7.44
07342500,114.14,117.63,17.18,17.30,24.06,0.081,24.2,11.28,0.142,10.9,64.8,65,314.1,83.1,315,83,67.7,65,7.6,3.9,7,4,966.6,1.0,0.018,6.64,7.88,9.94,9.41,13.84,11.00,7.31,5.43,9.37,12.58,10.88,9.87,6.05,8.31,12.60,17.48,21.80,26.11,28.38,28.30,24.55,18.64,12.20,7.47
07343000,116.37,119.08,17.17,17.30,23.94,0.075,24.1,11.19,0.092,10.9,65.1,66,314.2,83.2,315,83,69.2,70,7.9,4.1,7,4,968.6,1.6,0.019,6.57,7.98,9.97,9.30,14.23,11.38,7.90,5.48,9.79,12.69,11.22,9.86,5.84,8.14,12.46,17.40,21.68,26.06,28.36,28.24,24.44,18.51,12.02,7.27
07343200,117.27,123.30,17.20,17.30,24.05,0.106,24.4,11.17,0.154,11.2,65.3,66,314.1,83.3,313,84,70.5,79,7.7,4.3,8,5,968.4,1.2,0.012,6.86,8.12,10.25,9.51,13.85,10.98,8.15,5.44,9.70,12.52,11.64,10.28,6.05,8.32,12.60,17.45,21.73,26.03,28.26,28.15,24.42,18.51,12.11,7.44
07343450,119.68,127.63,17.20,17.70,24.08,0.130,24.4,11.17,0.155,11.5,65.6,67,314.1,83.5,315,81,73.6,81,7.8,4.6,8,5,966.9,1.2,0.013,7.12,8.33,10.60,9.73,13.66,11.15,8.48,5.53,9.80,12.48,12.19,10.62,6.11,8.40,12.64,17.49,21.75,26.00,28.19,28.07,24.39,18.47,12.10,7.48
07343500,118.66,121.79,17.27,17.30,24.05,0.093,24.3,11.25,0.065,11.2,66.0,66,313.8,83.6,311,86,73.8,76,7.7,4.8,8,5,965.4,1.0,0.024,7.30,8.46,10.62,9.73,12.70,11.04,8.54,5.41,9.00,12.40,12.38,11.07,6.28,8.55,12.82,17.52,21.79,25.90,28.11,28.01,24.33,18.47,12.28,7.69
07344210,121.41,127.39,17.27,17.40,24.12,0.144,24.1,11.21,0.150,11.3,66.2,69,313.5,83.3,308,81,75.2,79,7.8,4.8,8,5,967.9,1.1,0.020,7.59,8.68,10.87,9.88,13.18,11.39,8.65,5.68,9.62,12.29,12.60,10.98,6.27,8.55,12.75,17.55,21.81,26.00,28.14,28.02,24.37,18.45,12.17,7.62
07344450,134.79,135.96,17.92,18.10,24.75,0.022,24.8,11.78,0.144,11.5,70.0,71,315.1,79.1,315,76,88.0,88,8.9,6.0,9,6,982.8,1.0,0.058,11.81,11.10,11.56,10.91,12.91,13.24,9.00,7.66,9.31,12.00,12.68,12.68,7.62,9.79,13.72,18.23,22.40,26.24,28.11,27.89,24.65,18.90,12.98,8.81
07344486,116.52,117.72,17.36,17.30,24.16,0.100,24.4,11.40,0.045,11.3,67.0,67,313.9,82.9,313,84,68.7,71,7.1,4.1,8,5,967.2,1.0,0.035,7.93,8.70,10.51,9.68,12.13,10.95,7.86,5.71,8.77,11.84,11.88,10.62,6.55,8.88,13.10,17.69,21.88,25.91,28.04,27.95,24.30,18.56,12.48,8.00
07344493,119.36,121.33,17.28,17.30,24.16,0.170,24.6,11.24,0.110,11.2,66.8,67,312.2,84.9,310,87,73.9,76,7.9,4.9,8,5,964.4,1.0,0.030,7.93,8.84,10.78,9.69,12.31,11.37,8.66,5.55,9.04,11.94,12.32,10.99,6.45,8.74,12.93,17.61,21.83,25.92,28.06,27.93,24.29,18.47,12.32,7.85
07344500,119.94,119.84,17.29,17.50,24.21,0.185,24.7,11.22,0.117,11.6,66.9,69,311.7,85.2,311,84,74.9,74,8.0,5.1,8,5,964.9,1.0,0.031,8.02,8.89,10.86,9.73,12.31,11.43,8.75,5.56,9.06,11.93,12.38,11.03,6.48,8.75,12.93,17.63,21.86,25.96,28.06,27.94,24.32,18.48,12.32,7.86
07345000,123.42,121.76,17.83,18.20,24.39,0.129,24.7,11.38,0.162,11.7,67.7,68,314.4,79.9,316,77,80.2,79,8.0,5.6,8,5,991.7,1.0,0.040,8.75,9.35,11.42,10.20,12.14,11.68,8.89,5.97,9.30,11.55,12.90,11.29,6.75,9.01,13.09,17.87,22.08,26.10,28.14,28.00,24.48,18.61,12.44,8.07
07346000,121.03,125.69,17.74,18.10,24.44,0.263,24.7,11.50,0.304,11.4,67.9,70,313.9,80.5,317,77,77.3,81,8.0,5.3,8,5,984.7,1.0,0.044,8.75,9.09,11.18,10.14,11.99,11.40,8.32,5.88,9.05,11.68,12.40,11.17,6.82,9.11,13.23,17.94,22.14,26.11,28.18,28.04,24.50,18.70,12.59,8.20
07346045,127.71,127.24,17.71,18.00,24.49,0.099,24.6,11.60,0.122,11.2,69.2,70,313.6,79.3,316,79,80.4,82,8.0,5.6,8,6,979.7,1.0,0.049,9.86,9.83,11.58,10.83,12.21,12.43,8.33,6.79,9.51,11.51,13.05,11.79,7.04,9.26,13.34,18.08,22.24,26.13,28.13,27.97,24.57,18.74,12.66,8.31
07346050,119.39,123.07,17.50,17.90,24.49,0.178,24.9,11.59,0.134,11.8,67.9,69,313.8,83.0,315,80,77.3,81,7.9,5.0,8,5,968.4,1.0,0.047,8.92,9.09,10.98,10.22,11.86,10.89,7.92,5.97,9.11,11.62,11.98,10.85,6.96,9.29,13.37,17.99,22.16,26.09,28.14,28.03,24.49,18.77,12.72,8.41
07346070,122.12,127.88,17.66,18.00,24.60,0.186,24.6,11.68,0.178,11.3,68.7,70,314.3,81.8,316,80,79.6,84,8.0,5.2,8,6,974.9,1.0,0.054,9.65,9.44,11.03,10.45,11.78,11.47,7.76,6.27,9.23,11.66,12.06,11.36,7.19,9.47,13.51,18.10,22.26,26.14,28.15,28.01,24.56,18.84,12.83,8.55
07346080,122.97,130.75,17.72,18.10,24.51,0.219,24.7,11.57,0.248,11.4,68.5,70,314.1,80.7,316,79,78.9,86,8.0,5.3,8,6,980.8,1.0,0.049,9.37,9.40,11.20,10.40,11.93,11.70,8.10,6.24,9.20,11.65,12.40,11.39,7.01,9.28,13.36,18.02,22.20,26.12,28.15,28.00,24.53,18.75,12.69,8.35
07346140,132.58,134.30,17.43,17.50,24.37,0.060,24.5,11.48,0.024,11.5,69.0,69,311.7,81.6,312,81,78.5,79,8.0,5.0,8,5,964.6,1.0,0.051,10.35,10.28,11.86,11.42,12.67,13.01,8.37,7.30,9.97,11.47,13.60,12.22,6.94,9.06,13.18,18.00,22.12,26.05,28.01,27.85,24.52,18.67,12.53,8.14
07348000,125.57,130.82,17.73,18.00,24.52,0.203,24.7,11.56,0.220,11.6,69.0,71,313.9,80.4,315,77,80.2,87,8.1,5.4,9,6,980.0,1.0,0.053,9.88,9.80,11.37,10.62,11.94,12.16,8.11,6.60,9.17,11.63,12.59,11.71,7.09,9.32,13.39,18.02,22.20,26.13,28.12,27.96,24.53,18.73,12.68,8.37
07348700,135.42,134.87,17.28,17.40,24.13,0.133,24.4,11.06,0.098,11.4,69.2,70,307.9,89.4,310,83,89.7,86,8.9,5.9,9,6,952.7,1.0,0.066,11.19,10.64,12.75,11.76,12.93,12.52,9.58,7.79,8.98,11.00,13.43,12.85,6.68,8.89,12.88,17.59,21.76,25.74,27.69,27.47,24.03,18.16,12.10,7.92
07348800,140.86,139.45,17.39,17.50,24.30,0.112,24.6,11.31,0.069,11.4,70.0,70,312.3,82.9,312,83,94.1,92,9.0,6.3,9,6,956.6,1.0,0.082,13.22,11.82,13.12,12.33,13.25,12.69,10.40,7.40,9.70,10.87,13.16,12.90,7.17,9.29,13.22,17.76,21.94,25.79,27.66,27.44,24.20,18.31,12.55,8.32
07349000,136.72,138.89,17.35,17.80,24.26,0.201,24.8,11.18,0.167,11.6,69.6,70,309.6,86.6,316,82,90.6,91,8.9,5.9,9,6,956.3,1.0,0.071,11.88,11.05,12.82,11.76,12.97,12.56,9.94,7.60,9.08,11.00,13.26,12.81,6.92,9.08,13.05,17.69,21.87,25.83,27.74,27.53,24.18,18.27,12.28,8.10
07349500,134.96,135.50,17.25,17.30,24.17,0.238,24.6,11.11,0.203,11.5,69.3,70,309.8,86.3,309,81,87.8,93,8.4,5.9,9,6,954.9,1.1,0.058,10.98,10.56,12.50,11.41,12.65,12.54,9.71,7.70,9.21,11.34,13.51,12.84,6.69,8.86,12.88,17.54,21.75,25.82,27.77,27.59,24.19,18.24,12.11,7.89
07351000,138.43,135.95,18.02,18.20,24.79,0.021,24.7,11.69,0.139,11.5,70.5,71,314.6,76.2,315,74,89.2,91,9.0,6.0,9,6,989.6,1.0,0.060,12.56,11.59,11.68,11.28,13.73,13.03,9.87,7.98,9.24,12.10,12.61,12.80,7.60,9.82,13.67,18.20,22.41,26.25,28.08,27.84,24.62,18.84,12.96,8.85
07351500,135.63,135.44,17.93,18.10,24.79,0.023,24.8,11.66,0.146,11.4,70.0,70,312.5,79.7,314,77,88.7,90,9.0,6.0,9,6,983.1,1.0,0.067,13.04,11.11,11.56,11.08,13.50,12.46,9.51,7.57,9.17,11.86,12.21,12.54,7.61,9.87,13.67,18.19,22.37,26.13,27.99,27.75,24.54,18.81,12.99,8.91
07351748,136.72,138.10,17.97,18.00,24.75,0.030,24.8,11.41,0.022,11.5,70.0,70,310.0,82.9,310,82,86.0,86,9.0,5.1,9,5,979.3,1.0,0.089,13.76,11.38,12.17,11.39,13.81,11.83,9.68,7.61,8.76,10.54,12.55,13.25,7.53,9.77,13.50,18.07,22.24,25.93,27.78,27.48,24.33,18.53,12.85,8.83
07351750,135.76,138.00,17.97,18.10,24.73,0.080,25.0,11.48,0.153,11.6,70.1,71,311.6,80.0,311,80,86.8,87,8.7,5.7,9,6,984.2,1.0,0.080,13.30,11.29,11.86,11.35,13.49,12.15,9.54,7.49,8.89,11.12,12.41,12.87,7.46,9.69,13.49,18.08,22.31,26.07,27.92,27.63,24.43,18.60,12.83,8.75
07352000,150.59,148.11,17.86,17.80,24.48,0.140,24.8,11.51,0.088,11.5,70.0,70,312.3,82.8,310,85,94.7,94,10.0,6.8,10,6,978.3,1.0,0.100,15.81,12.99,14.07,12.78,14.33,12.95,11.34,7.74,9.80,11.29,13.39,14.11,7.42,9.65,13.59,17.96,22.18,25.90,27.73,27.45,24.28,18.38,12.77,8.55
07352800,139.76,140.63,17.80,17.80,24.59,0.062,24.8,11.38,0.032,11.5,70.0,70,308.8,84.6,309,84,87.9,89,9.0,6.0,9,6,973.1,1.0,0.092,14.14,11.82,12.74,11.66,13.81,11.92,10.32,7.49,9.15,10.59,12.76,13.38,7.41,9.64,13.43,17.97,22.16,25.89,27.75,27.45,24.30,18.46,12.80,8.68
07353000,144.47,144.35,17.82,18.60,24.64,0.244,25.2,11.49,0.171,12.0,70.2,71,310.2,83.7,315,73,92.9,95,9.3,6.1,10,6,975.0,0.9,0.095,14.70,12.21,13.47,12.17,13.99,12.30,10.89,7.66,9.48,10.78,12.96,13.87,7.53,9.72,13.59,18.08,22.23,25.95,27.75,27.49,24.35,18.50,12.86,8.73
07354000,146.97,147.35,18.52,18.60,25.13,0.022,25.2,12.03,0.070,12.2,71.0,72,313.3,78.4,314,77,89.2,90,9.0,5.4,9,6,995.7,0.0,0.078,15.03,11.79,12.97,11.28,14.29,12.38,10.88,9.18,9.89,10.71,13.47,15.00,8.55,10.70,14.32,18.59,22.59,25.90,27.51,27.42,24.63,19.02,13.74,9.91
07356000,151.21,140.06,14.92,15.10,22.22,0.478,22.8,9.55,0.328,8.6,65.8,65,297.4,99.0,291,99,95.3,93,10.2,6.2,10,6,846.4,3.8,0.028,8.85,9.97,14.31,13.76,16.51,13.64,11.69,7.20,12.76,13.64,15.25,14.03,4.56,6.57,10.88,16.01,20.02,24.27,26.46,26.22,22.55,16.72,10.50,5.67
07356500,144.37,144.91,14.97,15.10,22.69,0.108,22.9,8.78,0.280,8.5,65.0,65,291.5,100.0,289,99,94.1,98,10.0,6.1,10,7,851.9,4.0,0.032,8.66,9.75,13.80,13.08,15.18,12.94,10.36,7.23,11.66,12.86,15.04,13.88,4.37,6.54,10.77,15.96,20.07,24.30,26.63,26.26,22.53,16.58,10.35,5.64
07357501,145.67,144.49,15.09,15.70,22.53,0.396,22.7,9.38,0.605,9.6,65.7,67,296.6,99.0,304,96,92.4,97,9.8,6.2,9,7,857.1,3.8,0.032,8.81,9.72,13.91,13.34,15.51,13.02,10.58,7.14,11.76,13.11,15.23,13.74,4.60,6.72,10.97,16.12,20.21,24.41,26.71,26.37,22.67,16.81,10.59,5.83
07359001,145.28,141.81,15.35,16.40,22.67,0.422,23.3,9.47,0.622,9.8,66.0,67,299.1,97.2,305,93,93.6,98,9.7,6.3,10,7,870.3,3.5,0.034,8.90,9.77,13.83,13.38,15.42,12.85,10.61,7.20,11.45,13.00,15.43,13.59,4.66,6.81,11.04,16.23,20.33,24.51,26.83,26.45,22.76,16.90,10.65,5.93
07359002,145.28,141.80,15.35,16.40,22.67,0.422,23.3,9.47,0.622,9.9,66.0,67,299.1,97.2,305,93,93.6,98,9.7,6.3,10,7,870.2,3.5,0.034,8.89,9.77,13.83,13.38,15.42,12.86,10.61,7.20,11.45,13.00,15.43,13.59,4.66,6.81,11.04,16.23,20.33,24.51,26.83,26.45,22.76,16.90,10.65,5.93
07359500,145.20,141.59,15.38,16.40,22.68,0.424,23.4,9.49,0.622,9.9,66.0,67,299.2,97.1,303,95,93.7,99,9.7,6.4,10,7,871.4,3.5,0.034,8.91,9.77,13.83,13.39,15.40,12.82,10.60,7.21,11.42,12.98,15.43,13.59,4.67,6.82,11.06,16.24,20.35,24.52,26.84,26.46,22.77,16.90,10.66,5.94
07359610,150.19,147.72,14.87,15.20,22.49,0.303,22.9,8.97,0.399,8.8,65.4,66,291.3,100.9,294,99,95.9,97,10.0,6.5,10,7,844.9,4.1,0.037,9.37,10.33,14.59,13.53,15.78,13.47,11.35,7.19,12.05,13.27,15.26,14.10,4.36,6.47,10.71,15.93,20.01,24.27,26.61,26.25,22.50,16.59,10.36,5.58
07359800,149.78,145.49,15.15,16.00,22.65,0.317,23.2,9.11,0.347,9.6,65.8,67,294.3,99.3,302,95,94.4,88,9.6,6.6,9,6,858.1,3.7,0.036,9.40,10.39,14.45,13.42,15.68,13.21,11.46,7.15,11.96,13.15,15.62,13.94,4.47,6.63,10.86,16.04,20.15,24.39,26.73,26.35,22.62,16.72,10.45,5.75
07360000,144.92,137.06,15.53,16.70,22.79,0.451,23.7,9.51,0.585,10.2,66.2,68,299.3,96.8,301,93,93.8,91,9.6,6.4,9,6,878.1,3.3,0.037,9.11,9.82,13.85,13.37,15.27,12.68,10.73,7.18,11.28,12.81,15.44,13.51,4.71,6.90,11.14,16.31,20.43,24.59,26.90,26.50,22.82,16.93,10.69,6.00
07360200,163.48,152.75,14.37,15.20,21.99,0.407,22.8,9.40,0.187,9.2,65.4,65,292.4,105.6,297,101,98.1,87,10.2,6.6,9,6,819.4,3.5,0.037,9.59,10.92,16.15,14.92,17.49,15.11,12.23,7.97,13.81,14.01,16.17,15.38,4.29,6.20,10.55,15.83,19.77,24.04,26.32,26.04,22.34,16.45,10.30,5.31
07360501,153.53,144.71,15.14,15.90,22.55,0.445,22.8,9.28,0.237,9.7,65.9,67,296.7,100.5,302,96,91.6,91,9.3,6.1,9,6,856.1,3.1,0.036,9.47,10.62,15.14,13.65,15.86,13.93,11.76,7.43,12.32,13.42,15.63,14.45,4.56,6.69,10.94,16.04,20.12,24.36,26.65,26.33,22.63,16.72,10.50,5.76
07361000,149.60,143.05,15.41,16.10,22.68,0.396,23.1,9.41,0.279,10.1,66.1,67,298.8,99.1,304,96,91.4,92,9.2,6.0,9,6,869.0,2.8,0.035,9.27,10.42,14.74,13.23,15.17,13.49,11.49,7.27,11.84,13.22,15.49,14.06,4.74,6.94,11.16,16.13,20.26,24.49,26.76,26.44,22.77,16.87,10.64,5.99
07361500,145.20,137.76,16.04,16.60,23.03,0.169,23.6,9.68,0.202,10.3,66.9,67,302.5,94.0,306,90,90.6,85,8.9,6.0,8,5,899.6,2.9,0.038,9.48,10.21,13.90,12.95,14.70,12.41,11.51,7.06,11.04,12.64,15.76,13.58,4.98,7.25,11.47,16.38,20.58,24.76,27.02,26.64,23.01,17.10,10.84,6.31
07361600,144.09,136.51,16.04,17.10,23.09,0.501,24.1,9.88,0.523,10.6,66.9,68,303.2,94.3,311,86,91.4,93,9.0,6.0,9,6,899.3,2.5,0.036,9.40,10.10,13.89,12.83,14.32,12.64,11.19,7.23,11.05,12.65,15.26,13.58,5.19,7.45,11.64,16.49,20.68,24.86,27.06,26.75,23.15,17.24,11.00,6.49
07362000,141.91,135.05,16.06,16.70,23.20,0.585,24.1,9.91,0.619,10.4,67.0,68,302.5,93.6,311,83,91.9,96,9.2,6.2,10,6,902.3,2.7,0.042,9.62,9.93,13.47,12.91,14.43,12.24,10.62,7.34,10.63,12.37,14.99,13.43,5.20,7.40,11.64,16.67,20.81,24.95,27.15,26.78,23.17,17.23,11.04,6.48
07362100,136.87,137.55,17.15,17.10,24.11,0.075,24.2,10.85,0.115,10.7,69.0,69,308.4,87.8,309,86,93.1,94,9.1,6.0,9,6,948.4,1.6,0.071,11.66,10.71,13.03,12.03,13.24,12.48,10.02,7.62,8.99,11.12,13.10,12.86,6.57,8.69,12.77,17.56,21.70,25.74,27.64,27.36,23.96,17.98,11.96,7.72
07362500,137.04,137.66,16.60,16.70,23.49,0.160,23.8,10.33,0.134,10.6,68.2,69,304.7,88.7,308,84,93.5,96,9.0,6.0,9,6,928.5,2.0,0.078,11.26,10.62,13.26,12.37,12.98,11.11,10.23,7.33,8.77,11.53,13.68,13.90,5.66,7.85,12.12,17.16,21.33,25.32,27.38,26.88,23.40,17.36,11.38,6.91
07362587,151.71,146.42,16.45,16.60,22.87,0.120,22.9,10.31,0.248,10.1,66.3,67,313.4,91.0,314,92,100.0,98,10.0,7.0,10,7,922.1,3.0,0.046,9.05,10.61,15.14,14.57,15.37,13.30,9.72,8.02,11.11,14.34,16.77,14.13,5.35,7.53,11.49,16.51,20.73,24.65,27.02,26.79,23.20,17.66,11.38,6.75
07362641,148.03,146.36,16.32,16.40,22.84,0.060,22.9,9.92,0.410,9.6,66.0,66,311.3,89.8,311,89,98.2,95,9.3,6.4,9,6,922.3,3.0,0.041,8.72,10.20,14.43,14.25,14.91,12.71,9.58,8.00,11.07,13.52,16.56,13.73,4.88,7.07,11.17,16.51,20.68,24.76,27.14,26.69,23.02,17.30,10.96,6.28
07362656,147.54,143.35,16.49,16.50,22.85,0.060,22.9,10.01,0.292,9.7,67.0,67,312.3,90.3,312,91,97.0,97,9.3,6.5,9,7,926.6,3.0,0.045,8.81,10.20,14.40,14.23,14.89,12.65,9.50,7.95,10.91,13.32,16.47,13.68,4.85,7.10,11.22,16.65,20.74,24.84,27.21,26.81,23.16,17.40,11.00,6.32
07362693,145.26,141.04,16.43,16.40,22.90,0.092,23.1,9.97,0.320,9.9,66.7,67,311.1,90.6,307,92,97.7,100,9.5,6.6,10,7,925.3,3.0,0.044,8.77,10.05,14.17,14.07,14.72,12.51,9.56,7.83,10.78,13.11,16.26,13.49,4.87,7.10,11.26,16.63,20.75,24.84,27.19,26.74,23.11,17.33,10.96,6.29
07363000,141.66,136.81,16.44,16.40,22.97,0.108,23.2,10.04,0.245,9.9,67.0,67,308.5,91.9,298,95,96.9,87,9.6,6.7,8,5,924.9,2.9,0.048,8.93,9.78,13.83,13.85,14.32,12.18,9.52,7.54,10.43,12.45,15.80,13.17,4.90,7.18,11.42,16.71,20.81,24.90,27.20,26.75,23.14,17.34,10.99,6.33
07363200,139.25,135.80,16.47,16.60,23.08,0.157,23.5,10.11,0.205,10.5,67.3,68,304.7,92.8,305,89,94.9,93,9.3,6.3,9,6,924.7,2.9,0.052,9.57,9.72,13.33,13.49,13.99,11.52,9.80,7.45,10.22,11.90,15.06,13.26,5.02,7.32,11.64,16.86,20.98,25.04,27.28,26.77,23.20,17.26,11.04,6.43
07363300,135.89,134.73,16.54,16.50,23.06,0.165,23.3,10.33,0.101,10.3,68.1,68,305.6,90.4,304,92,94.0,93,9.0,6.0,9,6,927.7,3.0,0.060,9.87,9.46,13.02,13.49,13.24,10.47,9.74,7.13,10.19,11.54,14.49,13.25,5.03,7.37,11.78,16.98,21.15,25.26,27.43,26.87,23.29,17.32,11.07,6.43
07363400,135.65,134.90,16.52,16.50,23.09,0.161,23.3,10.31,0.098,10.2,68.1,68,305.1,90.8,303,92,93.8,93,9.0,6.0,9,6,927.5,3.0,0.063,9.96,9.64,12.96,13.52,13.23,10.53,9.81,7.09,9.99,11.37,14.30,13.27,5.05,7.39,11.80,16.97,21.17,25.26,27.44,26.88,23.29,17.30,11.08,6.45
07363500,137.77,139.18,16.55,16.90,23.23,0.266,23.8,10.29,0.271,10.9,67.9,69,305.9,90.1,310,83,94.8,97,9.2,6.2,10,7,928.5,2.7,0.064,10.20,10.02,13.32,13.35,13.49,11.11,9.89,7.40,9.70,11.59,14.37,13.38,5.25,7.52,11.85,17.00,21.19,25.26,27.40,26.88,23.33,17.36,11.19,6.62
07364133,134.65,134.60,16.87,17.10,23.30,0.136,23.6,10.89,0.113,11.1,69.2,70,312.1,82.0,312,82,95.3,93,10.0,6.0,10,6,943.9,2.1,0.093,11.37,10.67,13.42,13.44,12.52,9.77,10.00,7.80,8.31,10.92,12.73,13.70,5.66,7.86,12.24,17.30,21.76,25.87,27.67,27.06,23.61,17.70,11.48,6.95
07364150,135.46,136.53,16.91,17.10,23.44,0.154,23.5,10.94,0.164,11.2,69.5,70,310.8,83.2,307,81,94.2,94,9.6,6.0,9,6,944.4,2.1,0.103,11.92,11.07,13.72,13.38,12.42,9.95,9.92,7.59,8.30,10.66,12.90,13.64,5.81,8.03,12.35,17.37,21.81,25.90,27.66,27.03,23.65,17.77,11.65,7.15
07364185,137.73,147.06,16.99,17.60,23.54,0.193,24.0,11.01,0.168,11.4,70.0,71,310.4,83.1,315,77,92.4,82,9.3,5.9,8,5,947.9,2.0,0.113,12.56,11.64,14.11,13.50,12.62,10.51,9.96,7.43,8.15,10.51,13.04,13.72,5.93,8.16,12.46,17.47,21.89,25.95,27.67,27.05,23.72,17.85,11.82,7.32
07364200,137.79,144.17,17.01,17.60,23.55,0.246,24.2,11.03,0.186,11.5,70.0,71,310.8,82.6,313,78,92.3,87,9.3,5.9,9,5,949.2,1.9,0.113,12.52,11.62,14.09,13.53,12.67,10.51,9.97,7.44,8.14,10.55,13.02,13.74,5.94,8.16,12.47,17.48,21.90,25.97,27.69,27.07,23.74,17.86,11.82,7.32
07364300,143.92,144.20,17.19,17.50,24.15,0.109,24.4,11.19,0.118,11.4,70.7,71,310.1,84.0,312,81,84.8,89,8.3,5.2,9,5,951.1,1.3,0.125,13.80,12.92,14.91,13.70,13.40,12.11,9.98,7.86,7.81,10.79,12.94,13.69,6.79,8.96,13.10,17.84,22.03,25.97,27.67,27.25,24.06,18.24,12.36,8.06
07364700,140.45,142.30,17.31,17.70,24.32,0.085,24.5,11.20,0.066,11.3,69.7,70,308.9,85.0,311,81,92.9,91,9.0,5.8,9,5,956.1,1.0,0.093,13.27,11.42,14.15,12.53,13.56,12.28,10.46,7.75,9.14,10.59,12.26,13.05,7.15,9.20,13.25,17.88,22.00,25.99,27.75,27.45,24.20,18.30,12.40,8.23
